Name,Team,IP,WAR,war_per_200
Sam Ryan,Minnesota Twins,61.2,-0.2,-0.653594771
Nick Hull,Seattle Mariners,61.1,-0.2,-0.654664484
Nick Garcia,Seattle Mariners,61.1,-0.2,-0.654664484
Bobby Milacki,#N/A,61.1,-0.2,-0.654664484
Michael Mercado,Philadelphia Phillies,61,-0.2,-0.655737705
Johan Simon,Detroit Tigers,61,-0.2,-0.655737705
Ross Carver,#N/A,61,-0.2,-0.655737705
Ethan Bosacker,Kansas City Royals,90,-0.3,-0.666666667
Gavin Collyer,Texas Rangers,59.2,-0.2,-0.675675676
Wilmy Sanchez,New York Yankees,59.1,-0.2,-0.676818951
Oddanier Mosqueda,Pittsburgh Pirates,59.1,-0.2,-0.676818951
Daniel Lloyd,Baltimore Orioles,59.1,-0.2,-0.676818951
Yency Almonte,Los Angeles Dodgers,29.1,-0.1,-0.687285223
Jimmy Kingsbury,Seattle Mariners,58.2,-0.2,-0.687285223
Alex Hoppe,Seattle Mariners,58.1,-0.2,-0.688468158
Robby Ahlstrom,Texas Rangers,58,-0.2,-0.689655172
Kade Bragg,Miami Marlins,58,-0.2,-0.689655172
Orlando Ortiz-Mayr,Miami Marlins,87,-0.3,-0.689655172
Wilian Bormie,Texas Rangers,57,-0.2,-0.701754386
Frank Mozzicato,Kansas City Royals,85.1,-0.3,-0.705052879
Ike Buxton,#N/A,56.2,-0.2,-0.711743772
Rolddy Muñoz,Atlanta Braves,56.1,-0.2,-0.713012478
Carlos Duran,Los Angeles Dodgers,56,-0.2,-0.714285714
Valentin Linarez,Washington Nationals,56,-0.2,-0.714285714
Zach Peek,New York Mets,56,-0.2,-0.714285714
Isaiah Campbell,Arizona Diamondbacks,55.2,-0.2,-0.724637681
Jared Southard,Los Angeles Angels,55.1,-0.2,-0.725952813
Carlos Guzman,New York Mets,55,-0.2,-0.727272727
Ryan Cusick,Philadelphia Phillies,55,-0.2,-0.727272727
Raul Brito,Minnesota Twins,55,-0.2,-0.727272727
Joel Peguero,San Francisco Giants,55,-0.2,-0.727272727
Colten Brewer,#N/A,27.2,-0.1,-0.735294118
Trevin Michael,Detroit Tigers,54,-0.2,-0.740740741
Hunter Gregory,#N/A,54,-0.2,-0.740740741
Carlos Tavera,Baltimore Orioles,54,-0.2,-0.740740741
Ryan Long,Baltimore Orioles,81,-0.3,-0.740740741
Stevie Emanuels,Arizona Diamondbacks,53.1,-0.2,-0.753295669
Ricardo Velez,Texas Rangers,53.1,-0.2,-0.753295669
Austin Adams,#N/A,26.1,-0.1,-0.766283525
Jacob Webb,Boston Red Sox,52.1,-0.2,-0.767754319
John Curtiss,Arizona Diamondbacks,52.1,-0.2,-0.767754319
Luis Mey,Cincinnati Reds,52.1,-0.2,-0.767754319
Larson Kindreich,Texas Rangers,52.1,-0.2,-0.767754319
Bryce Osmond,Los Angeles Angels,52,-0.2,-0.769230769
Cy Nielson,Pittsburgh Pirates,52,-0.2,-0.769230769
Joel Valdez,#N/A,52,-0.2,-0.769230769
Troy Taylor,Seattle Mariners,51.2,-0.2,-0.78125
Austin Vernon,Tampa Bay Rays,51.1,-0.2,-0.782778865
Nick Morreale,#N/A,51,-0.2,-0.784313725
Michael Mariot,#N/A,76.1,-0.3,-0.788436268
Jerming Rosario,Los Angeles Dodgers,76,-0.3,-0.789473684
Brody Rodning,#N/A,25.1,-0.1,-0.796812749
Nick Hernandez,Arizona Diamondbacks,50.2,-0.2,-0.796812749
Tyson Miller,#N/A,50.2,-0.2,-0.796812749
Joey Danielson,Texas Rangers,50.1,-0.2,-0.798403194
Francis Peña,San Diego Padres,50.1,-0.2,-0.798403194
Jared Kelley,Chicago Cubs,50.1,-0.2,-0.798403194
Justin Dunn,#N/A,50.1,-0.2,-0.798403194
Erasmo Ramírez,#N/A,50.1,-0.2,-0.798403194
Matt Seelinger,Detroit Tigers,49.2,-0.2,-0.81300813
Bradley Hanner,New York Yankees,49,-0.2,-0.816326531
Jared Kollar,#N/A,98,-0.4,-0.816326531
Daison Acosta,San Diego Padres,48.2,-0.2,-0.829875519
Cole Henry,Washington Nationals,48.2,-0.2,-0.829875519
Nick Jones,Los Angeles Angels,48.1,-0.2,-0.831600832
Chay Yeager,Toronto Blue Jays,48,-0.2,-0.833333333
Evan Shawver,Colorado Rockies,48,-0.2,-0.833333333
Erian Rodriguez,Chicago Cubs,71,-0.3,-0.845070423
Logan Boyer,#N/A,47.1,-0.2,-0.8492569
Carter Rustad,Cleveland Guardians,47,-0.2,-0.85106383
Baron Stuart,New York Yankees,70.1,-0.3,-0.855920114
Jonathan Brand,Texas Rangers,46.2,-0.2,-0.865800866
Ryan Och,San Diego Padres,46.2,-0.2,-0.865800866
Zach Willeman,#N/A,46.2,-0.2,-0.865800866
Jake Walkinshaw,Miami Marlins,46.1,-0.2,-0.867678959
Justin Yeager,San Diego Padres,46.1,-0.2,-0.867678959
Darren Bowen,Minnesota Twins,69.1,-0.3,-0.868306802
Tyler Matzek,#N/A,23,-0.1,-0.869565217
Amilcar Chirinos,Houston Astros,45.2,-0.2,-0.884955752
Randy Labaut,#N/A,45.1,-0.2,-0.88691796
Ben Simon,New York Mets,45,-0.2,-0.888888889
Tyler Owens,Detroit Tigers,44.2,-0.2,-0.904977376
Hunter Hoopes,Minnesota Twins,44.2,-0.2,-0.904977376
Logan VanWey,Houston Astros,44.2,-0.2,-0.904977376
Wander Guante,#N/A,66.2,-0.3,-0.906344411
Jacob Wallace,Atlanta Braves,44.1,-0.2,-0.907029478
Kaleb Ort,Los Angeles Angels,44.1,-0.2,-0.907029478
Andrew Walling,Philadelphia Phillies,44.1,-0.2,-0.907029478
Juan Burgos,Arizona Diamondbacks,44.1,-0.2,-0.907029478
Tommy Romero,#N/A,66.1,-0.3,-0.907715582
Justin Garza,New York Mets,43.1,-0.2,-0.928074246
Evan Kravetz,#N/A,43,-0.2,-0.930232558
Brandon Hughes,#N/A,43,-0.2,-0.930232558
Guillo Zuñiga,#N/A,43,-0.2,-0.930232558
Jesús Broca,Milwaukee Brewers,64.1,-0.3,-0.936037441
Trey McGough,#N/A,42.2,-0.2,-0.947867299
Ryan Bourassa,Atlanta Braves,42.2,-0.2,-0.947867299
Kaleb Bowman,Milwaukee Brewers,42.2,-0.2,-0.947867299
Kelvin Cáceres,Los Angeles Angels,42.1,-0.2,-0.950118765
Ryan Cardona,#N/A,84.2,-0.4,-0.950118765
Jack Neely,Chicago Cubs,42,-0.2,-0.952380952
Tyler Cleveland,Seattle Mariners,62.1,-0.3,-0.966183575
Chazz Martinez,Kansas City Royals,62,-0.3,-0.967741935
Casey Kelly,Arizona Diamondbacks,103.1,-0.5,-0.969932105
Woo-Suk Go,Detroit Tigers,41.1,-0.2,-0.97323601
Nolan Clenney,#N/A,41,-0.2,-0.975609756
Mason Hickman,#N/A,41,-0.2,-0.975609756
Dylan Phillips,Los Angeles Angels,60.2,-0.3,-0.996677741
Jackson Lancaster,Tampa Bay Rays,40.1,-0.2,-0.997506234
Alexander Alberto,Tampa Bay Rays,40,-0.2,-1
Justin Anderson,#N/A,40,-0.2,-1
Nicholas Padilla,#N/A,40,-0.2,-1
Yorlin Calderon,#N/A,59.2,-0.3,-1.013513514
Travis MacGregor,New York Yankees,59.1,-0.3,-1.015228426
Ryan Hendrix,#N/A,39.2,-0.2,-1.020408163
Leonardo Pestana,#N/A,39.1,-0.2,-1.023017903
Jackson Kelley,Chicago Cubs,39.1,-0.2,-1.023017903
Nick Nastrini,#N/A,78.2,-0.4,-1.023017903
Tommy Mace,Cleveland Guardians,97,-0.5,-1.030927835
Ryan Shreve,#N/A,58.1,-0.3,-1.032702238
Jarod Bayless,Pittsburgh Pirates,58.1,-0.3,-1.032702238
Alan Busenitz,#N/A,38.1,-0.2,-1.049868766
Ryder Ryan,Los Angeles Dodgers,57.1,-0.3,-1.050788091
Gabriel Jackson,#N/A,57.1,-0.3,-1.050788091
Reggie Crawford,San Francisco Giants,19,-0.1,-1.052631579
Gerson Moreno,St. Louis Cardinals,38,-0.2,-1.052631579
Florencio Serrano,#N/A,38,-0.2,-1.052631579
Kevin Gowdy,New York Mets,38,-0.2,-1.052631579
Kyle Nelson,#N/A,38,-0.2,-1.052631579
Jack Sinclair,Washington Nationals,56.2,-0.3,-1.067615658
Sean Harney,Arizona Diamondbacks,37.2,-0.2,-1.075268817
Samy Natera Jr.,Los Angeles Angels,55.2,-0.3,-1.086956522
Ben Sears,Kansas City Royals,55.2,-0.3,-1.086956522
Hayden Merda,New York Yankees,55.1,-0.3,-1.08892922
Mark Manfredi Sr.,Milwaukee Brewers,55.1,-0.3,-1.08892922
Janser Lara,Texas Rangers,18.1,-0.1,-1.104972376
Alaska Abney,Cleveland Guardians,36.2,-0.2,-1.104972376
Lucas Wepf,Los Angeles Dodgers,36.1,-0.2,-1.108033241
Jeisson Cabrera,Baltimore Orioles,36.1,-0.2,-1.108033241
Thomas Schultz,Washington Nationals,54,-0.3,-1.111111111
Jordany Ventura,#N/A,54,-0.3,-1.111111111
Jason Ruffcorn,Seattle Mariners,54,-0.3,-1.111111111
Easton Sikorski,Cincinnati Reds,53.2,-0.3,-1.127819549
Braxton Roxby,San Francisco Giants,53.1,-0.3,-1.129943503
Parker Dunshee,#N/A,53.1,-0.3,-1.129943503
Caden Monke,Kansas City Royals,53,-0.3,-1.132075472
Jack Snyder,#N/A,35.2,-0.2,-1.136363636
Jimmy Burnette,Toronto Blue Jays,35.2,-0.2,-1.136363636
Alec Barger,#N/A,35.1,-0.2,-1.13960114
Andrew Bechtold,Philadelphia Phillies,35.1,-0.2,-1.13960114
Tyler Jay,Milwaukee Brewers,35.1,-0.2,-1.13960114
Christopher Troye,#N/A,35,-0.2,-1.142857143
Chris Wright,#N/A,35,-0.2,-1.142857143
Fineas Del Bonta-Smith,#N/A,35,-0.2,-1.142857143
Steven Pérez,Cleveland Guardians,52.2,-0.3,-1.149425287
Gunner Mayer,Seattle Mariners,52.2,-0.3,-1.149425287
Collin Baumgartner,Colorado Rockies,52.1,-0.3,-1.151631478
Génesis Cabrera,Philadelphia Phillies,52.1,-0.3,-1.151631478
Logan Whitaker,Miami Marlins,34.2,-0.2,-1.169590643
Jesse Hahn,Toronto Blue Jays,34.1,-0.2,-1.173020528
Hunter Parsons,#N/A,34.1,-0.2,-1.173020528
Manuel Mercedes,San Francisco Giants,85.1,-0.5,-1.175088132
Luis Pacheco,#N/A,34,-0.2,-1.176470588
Connor Staine,Colorado Rockies,84,-0.5,-1.19047619
Wyatt Olds,Boston Red Sox,67.1,-0.4,-1.192250373
Joshua Cornielly,New York Mets,50.2,-0.3,-1.195219124
Luis Angel Rodriguez,#N/A,50,-0.3,-1.2
Zack Weiss,#N/A,50,-0.3,-1.2
Jeff Brigham,Chicago Cubs,33.1,-0.2,-1.208459215
Carter Loewen,#N/A,33,-0.2,-1.212121212
Will Bednar,San Francisco Giants,49.2,-0.3,-1.219512195
Geison Urbaez,Toronto Blue Jays,49.2,-0.3,-1.219512195
Joey Krehbiel,#N/A,49.1,-0.3,-1.221995927
Travis Kuhn,Toronto Blue Jays,49,-0.3,-1.224489796
Jordan Weems,Los Angeles Dodgers,48.2,-0.3,-1.244813278
Rodolfo Martinez,#N/A,32,-0.2,-1.25
Jose Adames,#N/A,32,-0.2,-1.25
Aidan Anderson,Texas Rangers,47.2,-0.3,-1.271186441
Stefan Raeth,Seattle Mariners,47.2,-0.3,-1.271186441
Juan Nuñez,Baltimore Orioles,47.1,-0.3,-1.27388535
A.J. Puckett,#N/A,47,-0.3,-1.276595745
Evan Justice,Colorado Rockies,31.2,-0.2,-1.282051282
J.P. Feyereisen,Los Angeles Dodgers,31.1,-0.2,-1.286173633
Stiven Cruz,Milwaukee Brewers,62.2,-0.4,-1.286173633
Michael Flynn,San Diego Padres,31,-0.2,-1.290322581
Daniel Harper,Philadelphia Phillies,31,-0.2,-1.290322581
Andrew Moore,San Diego Padres,46.1,-0.3,-1.301518438
Preston Johnson,#N/A,46,-0.3,-1.304347826
Zach Jacobs,Cleveland Guardians,61,-0.4,-1.31147541
Yovanny Cruz,New York Yankees,45.2,-0.3,-1.327433628
Lenny Torres Jr.,Philadelphia Phillies,45.2,-0.3,-1.327433628
Justin King,Miami Marlins,30.1,-0.2,-1.328903654
Thomas Farr,Cincinnati Reds,75.2,-0.5,-1.329787234
Antonio Menendez,Arizona Diamondbacks,45.1,-0.3,-1.33037694
Donovan Benoit,#N/A,45.1,-0.3,-1.33037694
Gerald Ogando,Baltimore Orioles,45,-0.3,-1.333333333
Ivan Armstrong,#N/A,45,-0.3,-1.333333333
Harold Chirino,#N/A,45,-0.3,-1.333333333
Jaden Woods,Pittsburgh Pirates,59.2,-0.4,-1.351351351
Brandon Johnson,Kansas City Royals,59.1,-0.4,-1.353637902
Jacob Meador,#N/A,59,-0.4,-1.355932203
Antonio Knowles,Los Angeles Dodgers,44.2,-0.3,-1.357466063
Zane Russell,Arizona Diamondbacks,44.2,-0.3,-1.357466063
Randel Clemente,St. Louis Cardinals,44.2,-0.3,-1.357466063
Shohei Tomioka,Arizona Diamondbacks,44.1,-0.3,-1.360544218
Frankie Scalzo Jr.,Chicago Cubs,44.1,-0.3,-1.360544218
Zane Morehouse,Cleveland Guardians,44.1,-0.3,-1.360544218
Gustavo Rodriguez,Arizona Diamondbacks,44.1,-0.3,-1.360544218
Burch Smith,Detroit Tigers,29.1,-0.2,-1.374570447
Logan Clayton,#N/A,58.2,-0.4,-1.374570447
Joel Cesar,#N/A,29,-0.2,-1.379310345
Jayvien Sandridge,Baltimore Orioles,43.2,-0.3,-1.388888889
Carlos Torres,Colorado Rockies,43.2,-0.3,-1.388888889
Mason Vinyard,#N/A,43.1,-0.3,-1.392111369
Brendan Cellucci,Toronto Blue Jays,43.1,-0.3,-1.392111369
Tyler LaPorte,Atlanta Braves,43.1,-0.3,-1.392111369
Robert Kwiatkowski,#N/A,43.1,-0.3,-1.392111369
Sam Weatherly,Colorado Rockies,43.1,-0.3,-1.392111369
Dan Altavilla,Minnesota Twins,43.1,-0.3,-1.392111369
J.C. Flowers,#N/A,43.1,-0.3,-1.392111369
LJ McDonough,Atlanta Braves,43,-0.3,-1.395348837
William Kempner,Miami Marlins,56.2,-0.4,-1.423487544
Adonis Medina,#N/A,56.2,-0.4,-1.423487544
Hunter Strickland,Los Angeles Angels,42.1,-0.3,-1.425178147
Indigo Diaz,Arizona Diamondbacks,42.1,-0.3,-1.425178147
Ryan Anderson,#N/A,42,-0.3,-1.428571429
Marquis Grissom Jr.,Washington Nationals,42,-0.3,-1.428571429
Alonzo Richardson,#N/A,69.2,-0.5,-1.445086705
Davison Palermo,Colorado Rockies,55.2,-0.4,-1.449275362
Chase Plymell,Chicago Cubs,55,-0.4,-1.454545455
Ryan Harbin,Pittsburgh Pirates,54.1,-0.4,-1.478743068
Michael Watson,St. Louis Cardinals,54.1,-0.4,-1.478743068
John McMillon,Philadelphia Phillies,40,-0.3,-1.5
Taylor Floyd,Cincinnati Reds,53.2,-0.4,-1.503759398
Luis Peralta,Colorado Rockies,53.1,-0.4,-1.506591337
Beck Way,Kansas City Royals,66.2,-0.5,-1.510574018
Victor González,#N/A,39.2,-0.3,-1.530612245
Garvin Alston,#N/A,39.2,-0.3,-1.530612245
Sean Reynolds,#N/A,52.2,-0.4,-1.53256705
Hunter Parks,Cincinnati Reds,52.2,-0.4,-1.53256705
Michael Martinez,#N/A,39,-0.3,-1.538461538
Mark McLaughlin,Chicago Cubs,52,-0.4,-1.538461538
Jarold Rosado,Chicago Cubs,38.2,-0.3,-1.570680628
Jack Hartman,Tampa Bay Rays,38.2,-0.3,-1.570680628
Tyler Baum,Washington Nationals,38,-0.3,-1.578947368
Jose Cuas,Kansas City Royals,38,-0.3,-1.578947368
Luis Guerrero,Tampa Bay Rays,50,-0.4,-1.6
Luke Young,Washington Nationals,62.2,-0.5,-1.607717042
Ben Harris,#N/A,37.1,-0.3,-1.617250674
Tyler Guilfoil,#N/A,74.1,-0.6,-1.619433198
Grayson Thurman,#N/A,37,-0.3,-1.621621622
Jack Jasiak,Cleveland Guardians,61.2,-0.5,-1.633986928
Lucas Gilbreath,Colorado Rockies,36.2,-0.3,-1.657458564
Dylan Heid,#N/A,36,-0.3,-1.666666667
Gabe Bierman,Miami Marlins,60,-0.5,-1.666666667
Colton Johnson,#N/A,47,-0.4,-1.70212766
Daniel Juarez,#N/A,35.2,-0.3,-1.704545455
Eric Adler,Chicago Cubs,35.2,-0.3,-1.704545455
Alejandro Torres,Houston Astros,35.1,-0.3,-1.709401709
Michael Hobbs,Seattle Mariners,46.1,-0.4,-1.735357918
Hayden Durke,Arizona Diamondbacks,46.1,-0.4,-1.735357918
Bryce McGowan,Colorado Rockies,46.1,-0.4,-1.735357918
Chance Huff,Washington Nationals,57.1,-0.5,-1.751313485
Hunter Hayes,St. Louis Cardinals,57,-0.5,-1.754385965
Chase Costello,Milwaukee Brewers,34,-0.3,-1.764705882
Kelvin Ramirez,Los Angeles Dodgers,45.2,-0.4,-1.769911504
Brooks Crawford,#N/A,45.2,-0.4,-1.769911504
Caleb Freeman,Toronto Blue Jays,45.1,-0.4,-1.77383592
Mitchell Tyranski,#N/A,45.1,-0.4,-1.77383592
Nicholas Regalado,#N/A,45.1,-0.4,-1.77383592
Anderson Bido,#N/A,55.2,-0.5,-1.811594203
Clay Helvey,#N/A,44.1,-0.4,-1.814058957
Michael Gomez,#N/A,44.1,-0.4,-1.814058957
Andrew Dalquist,San Diego Padres,55.1,-0.5,-1.814882033
Sam Whiting,#N/A,55,-0.5,-1.818181818
Adam Tulloch,Cleveland Guardians,55,-0.5,-1.818181818
Christian Suarez,Los Angeles Dodgers,54.1,-0.5,-1.848428835
Tanner Dodson,#N/A,43.2,-0.4,-1.851851852
Kevin Kopps,#N/A,54,-0.5,-1.851851852
Alex Speas,#N/A,32.1,-0.3,-1.869158879
Austin Davis,#N/A,32,-0.3,-1.875
Cayne Ueckert,#N/A,32,-0.3,-1.875
Cole Ayers,#N/A,42.2,-0.4,-1.895734597
Christian Chamberlain,Kansas City Royals,42.2,-0.4,-1.895734597
Yaqui Rivera,Baltimore Orioles,42.1,-0.4,-1.90023753
Ryan Middendorf,#N/A,42.1,-0.4,-1.90023753
Tyler Vogel,San Francisco Giants,52.1,-0.5,-1.919385797
Austin Amaral,Washington Nationals,52.1,-0.5,-1.919385797
Tanner Kiest,#N/A,31.2,-0.3,-1.923076923
Elison Joseph,Atlanta Braves,41.2,-0.4,-1.941747573
Zac Leigh,Chicago Cubs,41.2,-0.4,-1.941747573
Jose Geraldo,Seattle Mariners,41,-0.4,-1.951219512
Tyler Myrick,#N/A,51,-0.5,-1.960784314
Erick Mejia,Washington Nationals,40.1,-0.4,-1.995012469
Andrew Marrero,#N/A,40.1,-0.4,-1.995012469
Keyshawn Askew,Tampa Bay Rays,50.1,-0.5,-1.996007984
Jacob Wosinski,Minnesota Twins,50.1,-0.5,-1.996007984
Ethan Routzahn,San Diego Padres,49.1,-0.5,-2.036659878
Jake Rice,#N/A,49,-0.5,-2.040816327
Brett de Geus,#N/A,39,-0.4,-2.051282051
Miguel Gomez,#N/A,29.2,-0.3,-2.054794521
Ryan Sublette,Los Angeles Dodgers,48.1,-0.5,-2.079002079
Landon Tomkins,Pittsburgh Pirates,48,-0.5,-2.083333333
Conor Larkin,Toronto Blue Jays,38.2,-0.4,-2.094240838
Zach Bryant,Texas Rangers,38.2,-0.4,-2.094240838
Cole Hillier,San Francisco Giants,57.2,-0.6,-2.097902098
Nate Webb,#N/A,38,-0.4,-2.105263158
Landon Sims,Arizona Diamondbacks,47.2,-0.5,-2.118644068
Nick Richmond,#N/A,28.1,-0.3,-2.135231317
Railin Perez,Houston Astros,56.2,-0.6,-2.135231317
Dylan Hecht,San Francisco Giants,37,-0.4,-2.162162162
Luarbert Arias,#N/A,46.2,-0.5,-2.164502165
Evan Taylor,Chicago Cubs,46.1,-0.5,-2.169197397
Arij Fransen,#N/A,55,-0.6,-2.181818182
Justin Kelly,#N/A,36.2,-0.4,-2.209944751
Holden Powell,Washington Nationals,45.2,-0.5,-2.212389381
Gerardo Gutierrez,#N/A,36.1,-0.4,-2.216066482
Austin Smith,Colorado Rockies,36.1,-0.4,-2.216066482
Shay Schanaman,Atlanta Braves,36,-0.4,-2.222222222
Jonny Cuevas,Tampa Bay Rays,53,-0.6,-2.264150943
Dylan Coleman,New York Yankees,35.2,-0.4,-2.272727273
Conor Grammes,#N/A,35.1,-0.4,-2.279202279
Helcris Olivárez,Kansas City Royals,35.1,-0.4,-2.279202279
Angel Perdomo,Los Angeles Angels,26.2,-0.3,-2.290076336
Tyler Bradt,St. Louis Cardinals,52.1,-0.6,-2.303262956
Alfred Morillo,Arizona Diamondbacks,51.2,-0.6,-2.34375
Jonathan Hughes,#N/A,34.1,-0.4,-2.346041056
Tyler Thornton,#N/A,34.1,-0.4,-2.346041056
Todd Peterson,#N/A,34,-0.4,-2.352941176
Ian Villers,#N/A,50.1,-0.6,-2.395209581
Jordan Holloway,Los Angeles Angels,25,-0.3,-2.4
Bryan Shaw,#N/A,33.2,-0.4,-2.409638554
Johnathan Lavallee,Cincinnati Reds,33.1,-0.4,-2.416918429
Gil Luna,#N/A,33.1,-0.4,-2.416918429
Kyle Bischoff,Minnesota Twins,40.2,-0.5,-2.487562189
Dan Hammer,New York Mets,40.1,-0.5,-2.493765586
Carson Rudd,#N/A,48.1,-0.6,-2.494802495
Eli Saul,#N/A,56,-0.7,-2.5
Carlos Romero,#N/A,47.2,-0.6,-2.542372881
Sam Thoresen,#N/A,23.2,-0.3,-2.586206897
Jesus Cruz,#N/A,23.1,-0.3,-2.597402597
Leonardo Taveras,#N/A,46.2,-0.6,-2.597402597
Nate Savino,Arizona Diamondbacks,61,-0.8,-2.62295082
Nathanael Heredia,#N/A,38.1,-0.5,-2.624671916
Shawn Rapp,#N/A,30,-0.4,-2.666666667
Jhosmer Alvarez,#N/A,37.2,-0.5,-2.688172043
Pedro Santos,#N/A,37,-0.5,-2.702702703
Samuel Vásquez,Miami Marlins,44.2,-0.6,-2.714932127
Kelvin Bautista,#N/A,44.1,-0.6,-2.721088435
Ricky DeVito,#N/A,36,-0.5,-2.777777778
Jorge Juan,Boston Red Sox,36,-0.5,-2.777777778
Andrew Schultz,#N/A,28,-0.4,-2.857142857
Lucas Sims,Chicago Cubs,42,-0.6,-2.857142857
Edwin Núñez,St. Louis Cardinals,52,-0.8,-3.076923077
Roman Phansalkar,#N/A,38.1,-0.6,-3.149606299
Jaydenn Estanista,Philadelphia Phillies,38.1,-0.6,-3.149606299
Zach Barnes,#N/A,37.1,-0.6,-3.234501348
Endrys Briceno,#N/A,37,-0.6,-3.243243243
Jorge Benitez,#N/A,42.1,-0.7,-3.325415677
Matt Merrill,#N/A,29,-0.5,-3.448275862
Jake Smith,Miami Marlins,46,-0.8,-3.47826087
Livan Reinoso,Miami Marlins,45.2,-0.8,-3.539823009
Natanael Garabitos,#N/A,34.1,-0.7,-4.105571848
Marlin Willis,#N/A,30.2,-0.7,-4.635761589
Koyo Aoyagi,#N/A,27.1,-0.8,-5.904059041
